Iteration,Episode,Time of Training,Time of last episode,Reward,Average Action Prob
5,9,252.76994411399937,6.190236777998507,-20.0,0.503968653793991
6,0,264.9363997019973,3.4536849680007435,-21.0,0.5072458625493481
6,1,269.53916367499914,4.602579787999275,-20.0,0.5072220203187917
6,2,273.43634372799715,3.8957587759941816,-20.0,0.5066398475915093
6,3,277.7063393319986,4.213739883998642,-21.0,0.5059074186672917
6,4,281.7435162079928,4.03698762699787,-19.0,0.5072944546388208
6,5,284.79558491898933,3.050666598996031,-20.0,0.5045979557273624
6,6,288.14414159698936,3.3472202139964793,-21.0,0.5051861212209419
6,7,292.34787415999745,4.2023025620001135,-21.0,0.5066126984734284
6,8,295.38638168000034,3.0371304720029,-20.0,0.5050620700160836
6,9,298.35693779999565,2.9148022979934467,-21.0,0.5050846003628906
7,0,312.1747404100024,4.3731418360112,-18.0,0.5061560345416687
7,1,315.09466594600235,2.918555906013353,-21.0,0.5051805147896667
7,2,318.0044419850019,2.908381436005584,-21.0,0.5047216301117883
7,3,321.345734788003,3.3399247030029073,-21.0,0.5055233440056727
7,4,325.0414394769905,3.6943209619930713,-18.0,0.5064261984688667
7,5,328.1640074719908,3.1211505479877815,-21.0,0.5059515764785096
7,6,331.50832400699437,3.342915550005273,-21.0,0.5054201405791063
7,7,335.12648019599146,3.5636035700008506,-21.0,0.5054766610487184
7,8,338.2698908320017,3.141987255003187,-21.0,0.5070822215997256
7,9,341.1955526840029,2.924337751013809,-21.0,0.50615156754779
8,0,353.93139033799525,3.0727259989944287,-21.0,0.5056456823887538
8,1,357.277453385992,3.3446463259897428,-21.0,0.5090401062964134
8,2,360.18946974100254,2.910639068999444,-21.0,0.5080242136728417
8,3,363.77677440899424,3.5859087470016675,-19.0,0.5062705628720704
8,4,368.46029690599244,4.68211682898982,-17.0,0.5088874352828994
8,5,372.2582939089916,3.7965899519913364,-21.0,0.5078486763114962
8,6,376.3210229050019,4.008086841000477,-21.0,0.5099966443335333
8,7,379.854656083,3.478857905996847,-20.0,0.509386173488232
8,8,384.12016301299445,4.210882896994008,-21.0,0.5053888298602494
8,9,387.3053977419913,3.1305274909973377,-21.0,0.5082659294188225
9,0,400.3791467659903,3.238381392991869,-21.0,0.5109325625844258
9,1,404.87547226100287,4.441888237008243,-19.0,0.5122614459612885
9,2,410.0885421389976,5.158676588995149,-15.0,0.5105309568478319
9,3,413.27134674799163,3.1281680859974585,-21.0,0.5095302844040803
9,4,417.6334474109899,4.307406682986766,-20.0,0.5118693069401392
9,5,421.01699999699485,3.328512531996239,-21.0,0.5091235402347993
9,6,424.1536343850021,3.135307101008948,-21.0,0.5108351262909997
9,7,427.4200344369892,3.265017239988083,-20.0,0.5133204492066433
9,8,431.56246900599217,4.14104912399489,-20.0,0.5143747012496586
9,9,434.81957435500226,3.2557811880105874,-20.0,0.5116808681666446
10,0,447.00303608000104,2.9120773720060242,-21.0,0.510779232288557
10,1,450.40678591499454,3.3488619279960403,-21.0,0.513892212041888
10,2,454.14301842899295,3.681500275997678,-20.0,0.5133993566910025
10,3,457.8721208849893,3.674150741993799,-20.0,0.5131980458826163
10,4,462.0270972839935,4.100081358992611,-20.0,0.5134307541379136
10,5,465.2036313159915,3.121740331989713,-21.0,0.5121832751538352
10,6,468.6699184750032,3.464904883003328,-20.0,0.5135376315295043
10,7,471.81860205599514,3.1472834720043465,-21.0,0.5156042359130243
10,8,475.380091353989,3.5600760109955445,-21.0,0.5131853442653954
10,9,478.86742799400236,3.4859445600013714,-20.0,0.5143360732605391
11,0,490.9142301739921,2.9536935520009138,-21.0,0.5211948440410197
11,1,494.5868040100031,3.671172968010069,-20.0,0.5155405163900972
11,2,497.97667846900003,3.3362189730105456,-21.0,0.5139231507937428
11,3,501.99508913999307,3.9645531949936412,-21.0,0.5198276140511373
11,4,505.1823884889891,3.1337751929968363,-21.0,0.5140586435037144
11,5,509.4754690720001,4.239132343005622,-19.0,0.5176176902003207
11,6,513.1497990969947,3.672909141998389,-20.0,0.5145924741252091
11,7,516.550281577991,3.3466040269995574,-21.0,0.5135678385658068
11,8,519.8999005079968,3.348226521004108,-21.0,0.5144198822373441
11,9,523.420474899991,3.4667709649947938,-20.0,0.5170293654066647
12,0,535.9437411190011,3.7276947740028845,-20.0,0.5223457026003416
12,1,540.4800482489954,4.534888127993327,-20.0,0.5200954858263681
12,2,544.5797670739994,4.0455040270026075,-19.0,0.5199665684234996
12,3,547.7093304890004,3.1281360069988295,-21.0,0.5211940626044889
12,4,551.4316777979984,3.6681491439958336,-20.0,0.5233811752908784
12,5,554.3473225030029,2.914209752008901,-21.0,0.5189529611340281
12,6,558.2401937649993,3.8914718070009258,-20.0,0.5230778340381337
12,7,561.5830402220017,3.341412631009007,-21.0,0.5194158632166479
12,8,565.4778278899903,3.8933911139902193,-20.0,0.519503482314192
12,9,568.9432953520009,3.4640563990105875,-20.0,0.5201917566376136
13,0,581.6148820219969,3.8053023510001367,-21.0,0.5226642671554708
13,1,584.7382665079931,3.1219762539985823,-21.0,0.5247959938338574
13,2,588.8346503619978,4.094981679998455,-20.0,0.5232852386200184
13,3,593.6137473569979,4.7776884750055615,-18.0,0.5237163489819058
13,4,596.3198196169978,2.704639428004157,-21.0,0.5243118727111613
13,5,599.6946150360018,3.3734184880013345,-21.0,0.5242818202607042
13,6,603.1727124939935,3.476690310999402,-20.0,0.5233933284901556
13,7,607.4400919649925,4.213548197993077,-19.0,0.524909751576375
13,8,611.444470685994,4.00298508600099,-21.0,0.5232399463487996
13,9,615.0192992590019,3.5734512170020025,-21.0,0.52453636156421
14,0,626.9723736739979,3.4514647089963546,-21.0,0.5254893995213749
14,1,631.0554817349912,4.029194756993093,-19.0,0.5231856598665839
14,2,634.5105233919894,3.4536350139969727,-20.0,0.5242023230664727
14,3,638.6753367420024,4.111219320009695,-20.0,0.5272580767757846
14,4,642.671009452999,3.9420852690091124,-20.0,0.5254445246836136
14,5,646.357611991989,3.685183978988789,-20.0,0.5239854153961366
14,6,649.6263817579893,3.2148293089994695,-21.0,0.5240006115052084
14,7,653.2567372850026,3.5770863979996648,-21.0,0.5245222419685689
14,8,656.2573909009952,2.947199603993795,-21.0,0.5247262583195584
14,9,660.188804045989,3.9300345609954093,-20.0,0.5251921483350868
15,0,672.4260038840002,2.7733425670012366,-21.0,0.5261138203207657
15,1,675.5495898669906,3.1221665759949246,-21.0,0.5243823555260222
15,2,679.7657158639922,4.214706993996515,-19.0,0.5274069878903331
15,3,682.4656998970022,2.6985672790033277,-21.0,0.5315547735986168
15,4,686.0239699349913,3.5568625339947175,-21.0,0.5271630198778084
15,5,688.9492009169917,2.9238074460008647,-21.0,0.5272116364628979
15,6,692.0796446619934,3.1290568910044385,-21.0,0.5259179267779465
15,7,696.5858703440026,4.4538210360042285,-21.0,0.5259956441458071
15,8,700.1473121500021,3.5612470140040386,-20.0,0.526259410598808
15,9,702.8928451269894,2.745354437996866,-21.0,0.5239965439827733
16,0,714.9472219199961,2.992537126003299,-21.0,0.529852098128668
16,1,718.121768691999,3.12205273899599,-21.0,0.5254161745853453
16,2,721.0317127680028,2.9085734160034917,-21.0,0.5273446221067344
16,3,724.2206177350017,3.136410783001338,-21.0,0.531238589115542
16,4,727.6059726199892,3.3331213079945883,-21.0,0.5247580450030154
16,5,731.4593096409953,3.801108033003402,-21.0,0.527986654633731
16,6,734.6336212289898,3.1217932679865044,-21.0,0.5250857624798845
16,7,738.025629470998,3.339400843004114,-21.0,0.5291906458195457
16,8,740.7301016150013,2.7031256280024536,-21.0,0.5241937620311742
16,9,743.9144112560025,3.131220827010111,-21.0,0.5264805953220646
17,0,755.8493024749914,2.982560584001476,-21.0,0.5301736924589331
17,1,758.9861915999936,3.1355060579953715,-21.0,0.532317191559998
17,2,763.339495029999,4.35191799000313,-18.0,0.53171697743441
17,3,767.763861785992,4.423006147000706,-19.0,0.5301719563572969
17,4,772.0854317089979,4.320163031006814,-20.0,0.5299354888666898
17,5,775.6529073359998,3.566065525999875,-21.0,0.534813056439383
17,6,779.0144343290012,3.360128254003939,-21.0,0.5291994424080767
17,7,782.1561059169908,3.1402201949968003,-21.0,0.531353693615053
17,8,785.3525610060024,3.1443128259998048,-21.0,0.5319480629199568
17,9,789.0233932059928,3.618890070996713,-19.0,0.5335774272606806
18,0,801.1137901859911,3.5770284189929953,-19.0,0.5335018205028431
18,1,804.4547274240031,3.339509404002456,-21.0,0.5314151489657303
18,2,807.7059117159952,3.2497291949985083,-20.0,0.531381016535957
18,3,811.5588530429959,3.800303570998949,-19.0,0.5356499942236168
18,4,815.0176819319895,3.45741680599167,-20.0,0.5366090761631173
18,5,819.9670541649975,4.897283950995188,-18.0,0.5356291169461739
18,6,823.870183580002,3.9029274160129717,-20.0,0.5334333247115689
18,7,827.0085984559992,3.1370773579983506,-21.0,0.5338259104953245
18,8,830.1378309220017,3.1278229790041223,-21.0,0.5333679190042329
18,9,833.7505056439986,3.559993688002578,-21.0,0.5373922479209078
19,0,846.8135804039921,4.147948384998017,-20.0,0.5427675297493827
19,1,851.1791349389969,4.313600923997001,-20.0,0.5420268067486238
19,2,855.5340175629972,4.303212655999232,-20.0,0.5372315520853214
19,3,859.2981481899915,3.762714471988147,-21.0,0.539505429253429
19,4,862.6472129119938,3.3476867099961964,-21.0,0.540889039911314
19,5,867.3212331079994,4.6726078530045925,-19.0,0.5395365285844604
19,6,872.1569971739955,4.783617503999267,-18.0,0.5421616268471261
19,7,875.6307248069934,3.4722822140029166,-20.0,0.5357562833628587
19,8,878.7808594050002,3.14872077399923,-21.0,0.5362468251400748
19,9,882.1449737020012,3.362732854002388,-21.0,0.5404398275241965
20,0,894.9676204999996,3.2465648540091934,-21.0,0.5427396904879431
20,1,898.9787981469999,4.011007638007868,-20.0,0.5432187537522787
20,2,903.3441067730018,4.365122845003498,-20.0,0.5437470810275812
20,3,908.2257048719912,4.880171700991923,-19.0,0.5455932265374233
20,4,912.2465753479919,4.019437533992459,-19.0,0.5411846919577123
20,5,915.3863606230007,3.1383650659990963,-21.0,0.5413435160268611
20,6,919.8485507680016,4.460790614000871,-19.0,0.5456712664218593
20,7,923.2057746369974,3.355791677007801,-21.0,0.5452173840181693
20,8,926.1342749799951,2.927101799999946,-21.0,0.5395823662277781
20,9,929.0682506000012,2.9325913909997325,-21.0,0.5403042180181453
21,0,942.0376805429987,4.309245135998935,-20.0,0.5456198429886786
21,1,946.225782870999,4.186682928004302,-21.0,0.5433164252216408
21,2,950.2668308559951,4.040844493996701,-19.0,0.5413396750072157
21,3,953.6152997460013,3.3470523779978976,-21.0,0.5435320139607075
21,4,957.9720003599941,4.355279804003658,-18.0,0.5428380804709254
21,5,962.223628214997,4.250207090997719,-19.0,0.547530587882114
21,6,965.5738298039942,3.348754306003684,-21.0,0.5434819806161952
21,7,969.4853386250034,3.9113409840065287,-20.0,0.5468101831407052
21,8,973.7153861929983,4.228616148000583,-19.0,0.5458428433094813
21,9,976.6249597159913,2.90937685300014,-21.0,0.5446387645675467
22,0,989.5111013479909,3.0802042889990844,-20.0,0.5468924462288297
22,1,993.1044811719912,3.591970841996954,-19.0,0.548695731768614
22,2,996.6537271540001,3.547859705009614,-21.0,0.5519850589455494
22,3,1000.2051520449895,3.550023585994495,-21.0,0.5487068619488724
22,4,1004.6556201990024,4.4490544389991555,-19.0,0.5528268452011202
22,5,1008.6618255749927,4.004745370999444,-21.0,0.5525596398254733
22,6,1012.9914012549998,4.3281619750050595,-20.0,0.5428373768234077
22,7,1016.8824128010019,3.889570500003174,-20.0,0.5528343580790347
22,8,1020.2396297819942,3.3558080950024305,-21.0,0.5525129312259514
22,9,1023.7114515869907,3.4704001169884577,-20.0,0.5494009947419
23,0,1036.25901265,3.1277696290053427,-21.0,0.5562661443520928
23,1,1040.4850237719947,4.22467441399931,-19.0,0.5585074079181741
23,2,1044.2044012080005,3.6664546630054247,-20.0,0.549583414472265
23,3,1047.9940434180025,3.788167079008417,-21.0,0.5542067720406801
23,4,1051.7581656489929,3.7626913629937917,-21.0,0.5500360719537488
23,5,1055.4357208079891,3.676110829997924,-20.0,0.5514428512750623
23,6,1058.9837639859907,3.546614574996056,-21.0,0.5561244528837116
23,7,1063.3352027270012,4.35002076800447,-18.0,0.5544916348702689
23,8,1066.4590966769902,3.1224730289977742,-21.0,0.5560119356917916
23,9,1070.0823007949948,3.57014037699264,-21.0,0.5530898338220865
24,0,1083.1516836099909,4.079068628998357,-19.0,0.5560006256982776
24,1,1086.7184907229966,3.5653846049972344,-21.0,0.5576848570164756
24,2,1090.49941260599,3.779474126000423,-21.0,0.5628719354149511
24,3,1095.8238510450028,5.2710963470017305,-18.0,0.5612597335888102
24,4,1099.0857113300008,3.260390864001238,-20.0,0.555163364000244
24,5,1102.446043043994,3.3589471229934134,-21.0,0.5545556095095376
24,6,1107.3037624720018,4.804612452004221,-19.0,0.5594031421735445
24,7,1111.514448351998,4.209246133003035,-21.0,0.5602650724816282
24,8,1115.7179216319928,4.20204972299689,-21.0,0.5555784001587735
24,9,1118.8631249180035,3.143794997013174,-21.0,0.5528035851359066
25,0,1131.2329383379983,3.3914222110033734,-21.0,0.5597962536110718
25,1,1135.6383743379993,4.404003906005528,-21.0,0.5641626367005772
25,2,1139.3218434019946,3.682023849003599,-20.0,0.5609141039359378
25,3,1143.4521508949983,4.1289550729998155,-18.0,0.5573604916494602
25,4,1147.6715698969929,4.21804561499448,-21.0,0.5602507201160937
25,5,1151.7831167129916,4.110129030988901,-20.0,0.5585176693020386
25,6,1156.1888417349983,4.404286937002325,-21.0,0.5537413848024175
25,7,1159.930866041992,3.6882513989985455,-20.0,0.5560026681504362
25,8,1163.293448958997,3.3611656260036398,-21.0,0.5588282804859421
25,9,1168.1541137329914,4.8593185619974975,-16.0,0.5627210837898999
26,0,1181.578515977002,3.925577116999193,-19.0,0.5583579800555614
26,1,1185.8678504080017,4.289154664002126,-21.0,0.5605051948382145
26,2,1189.6492271479947,3.727748306002468,-20.0,0.5587026079248171
26,3,1193.860329201998,4.210919403994922,-21.0,0.5668077526617206
26,4,1197.545574511998,3.6838405980088282,-20.0,0.5591312811899343
26,5,1201.5620711009979,4.0150692780007375,-19.0,0.5653886842183953
26,6,1206.504420568992,4.88823746900016,-17.0,0.5663535356984075
26,7,1210.057663974003,3.553025700006401,-21.0,0.5633855606044703
26,8,1214.4360588790005,4.376983384005143,-18.0,0.5662237380614067
26,9,1218.4352792449936,3.9977883209940046,-21.0,0.5655312146900832
27,0,1231.7795254739904,4.232778168996447,-20.0,0.566024008841222
27,1,1235.628910653002,3.849188778011012,-21.0,0.5655606130997587
27,2,1239.2199150609958,3.5908251729997573,-19.0,0.5612120348016469
27,3,1242.193462309995,2.9193719559989404,-21.0,0.5635056615610929
27,4,1246.4588243929902,4.2112828549870756,-21.0,0.5654311584413704
27,5,1250.3025465239916,3.7895668970013503,-19.0,0.5584269230348125
27,6,1254.103497256001,3.799501519999467,-21.0,0.560782827372635
27,7,1257.6543997940025,3.549510178010678,-21.0,0.5628998638501769
27,8,1260.5646947700006,2.9088813319976907,-21.0,0.5621036713043209
27,9,1264.112720641002,3.5466117410105653,-21.0,0.5671338324538948
28,0,1276.6236000439967,3.786886328001856,-21.0,0.565513339978164
28,1,1280.4743198049982,3.7970236630062573,-19.0,0.5566434381775502
28,2,1284.2025150209956,3.6740354539942928,-20.0,0.5617069169427735
28,3,1290.0592275809904,5.855272281987709,-18.0,0.5654343887163262
28,4,1294.2856794370018,4.224985617998755,-19.0,0.563425554416968
28,5,1297.202092898995,2.9149995049956487,-21.0,0.5704772738480207
28,6,1300.1202518339996,2.9166875329974573,-21.0,0.5594711527963016
28,7,1304.8601490849978,4.738478993007448,-20.0,0.5625031227737559
28,8,1307.9867769499979,3.12519152200548,-21.0,0.5605566965891196
28,9,1312.3801987979969,4.339575392994448,-20.0,0.5619561699383936
29,0,1326.9492585729895,5.288587222996284,-21.0,0.5647047965131273
29,1,1330.5014265380014,3.550722301006317,-21.0,0.563909889986029
29,2,1334.0550352459977,3.552222508005798,-21.0,0.5630635311054047
29,3,1337.4523259549896,3.343670617992757,-21.0,0.5650315330763511
29,4,1341.3874583750003,3.933720540997456,-18.0,0.563572615418594
29,5,1345.881149405992,4.4408196689910255,-19.0,0.5668646415581448
29,6,1350.0126928559912,4.130091749000712,-18.0,0.5641716035541929
29,7,1353.6935842879902,3.6794616709958063,-20.0,0.5659087253432019
29,8,1357.035432759003,3.340437992999796,-21.0,0.5697726380648249
29,9,1361.6748086979933,4.587013486991054,-19.0,0.5681958234784008
30,0,1374.3889433619916,3.930993200992816,-20.0,0.5711399785989852
30,1,1377.9131440170022,3.4713381150068017,-20.0,0.567334618666054
30,2,1381.6958355149982,3.7812790690077236,-21.0,0.5651774567972705
30,3,1385.3148807379912,3.5664241219928954,-21.0,0.5629507744904712
30,4,1390.3318355730007,4.964358233002713,-20.0,0.5632426706477535
30,5,1394.2051015339966,3.8730370130069787,-20.0,0.5623388002002537
30,6,1397.7779358699918,3.5713907350000227,-21.0,0.566957011238657
30,7,1401.3329154999956,3.5535779759957222,-21.0,0.5647953289192701
30,8,1404.2551880959945,2.9220844579976983,-21.0,0.5638113382833921
30,9,1407.8348710619903,3.57825791099458,-21.0,0.5654069866799832
31,0,1420.4346691839892,3.663379461999284,-21.0,0.5627532328121195
31,1,1424.249029018989,3.8141916149907047,-21.0,0.564485122346749
31,2,1428.4389023879921,4.18847789800202,-21.0,0.571314008824885
31,3,1432.4246566700022,3.984367202006979,-21.0,0.5682652961577029
31,4,1435.7606260850007,3.334540833006031,-21.0,0.5656996387485178
31,5,1439.7577677340014,3.946002488009981,-20.0,0.5651087079561498
31,6,1444.3467761709908,4.537469375994988,-20.0,0.5686779928808209
31,7,1447.4722697909892,3.1240489469928434,-21.0,0.5619060415326833
31,8,1451.3307437409967,3.807125822000671,-19.0,0.5682706304010288
31,9,1455.6838239339995,4.351649456002633,-20.0,0.569250654582354
32,0,1469.799336098993,4.5734921190014575,-20.0,0.5697393726037769
32,1,1473.9279920519912,4.127147801002138,-18.0,0.5680439380216697
32,2,1477.6896303269896,3.7602035259915283,-21.0,0.5686208850201306
32,3,1482.2929414719983,4.551567589995102,-18.0,0.5694639284584695
32,4,1486.6207430869981,4.327597638999578,-20.0,0.566818755957791
32,5,1490.4131634229998,3.790993985996465,-21.0,0.5687198227750155
32,6,1494.102758886991,3.688177176998579,-20.0,0.5714332863299393
32,7,1498.0311255179986,3.926963820005767,-18.0,0.5661295487614814
32,8,1502.9981219109904,4.96556179599429,-20.0,0.5720385944603263
32,9,1508.9047687220009,5.905214791011531,-18.0,0.5691583366720891
33,0,1521.8944124139962,4.055671278998489,-19.0,0.5700475136059866
33,1,1526.127511870989,4.231737101988983,-19.0,0.5710811128609549
33,2,1530.2260506210005,4.097118960999069,-20.0,0.5760388267512353
33,3,1533.3476749639958,3.1201913969998714,-21.0,0.5703002318088808
33,4,1537.273304671995,3.9241907029936556,-18.0,0.5769031716894942
33,5,1541.5950622609962,4.320329313995899,-20.0,0.579446005729451
33,6,1544.947830707999,3.3513432659965474,-21.0,0.5703311819099323
33,7,1548.9388734840031,3.9896240520029096,-21.0,0.5664262253170212
33,8,1552.9563281509909,4.016012324995245,-19.0,0.5732119741454333
33,9,1556.7874430329975,3.7802992630022345,-21.0,0.57096483715823
34,0,1569.5217057289992,3.804971222009044,-19.0,0.5696774676429152
34,1,1573.7432105079934,4.220084954999038,-19.0,0.574434628966664
34,2,1577.320032566,3.5753978630091297,-19.0,0.5725908833741774
34,3,1580.9330401299958,3.5622065649949946,-21.0,0.5740001000756505
34,4,1584.5393707399926,3.5555257410014747,-21.0,0.5792307282419729
34,5,1588.4273677989986,3.8865553740033647,-20.0,0.5787015941201691
34,6,1591.3485700070014,2.9198208919988247,-21.0,0.5750079316810928
34,7,1595.672475400992,4.322489459998906,-20.0,0.5768901087692772
34,8,1599.571778974001,3.8978835610032547,-20.0,0.5745914467298849
34,9,1602.8373267879942,3.26407260299311,-20.0,0.5740980602906097
35,0,1615.1855202699953,4.027288224999211,-21.0,0.5768846469520136
35,1,1618.5806951909908,3.343858794993139,-21.0,0.5809414174277768
35,2,1622.2640978249983,3.6820045079948613,-20.0,0.5782184785644925
35,3,1626.2079493420024,3.943658090007375,-18.0,0.5782422708543309
35,4,1631.1512171229988,4.892524627997773,-19.0,0.5798877436704296
35,5,1635.5239596210013,4.321952351005166,-20.0,0.5767129986937894
35,6,1639.1399512849894,3.5650940899940906,-21.0,0.5830594647086038
35,7,1642.046966709997,2.9055697320000036,-21.0,0.5741301357590151
35,8,1646.7114635619946,4.663100133999251,-19.0,0.5830714576630337
35,9,1650.6362075799989,3.923285137003404,-18.0,0.5757518988668892
36,0,1663.7963277929957,3.5939132689964026,-20.0,0.5853124342036435
36,1,1667.6392269849894,3.791195584999514,-21.0,0.5807169080197752
36,2,1673.0466799760034,5.4060480580083095,-18.0,0.5890408861081327
36,3,1678.3702039850032,5.323282066005049,-17.0,0.5836639877254038
36,4,1682.120699616993,3.698973755002953,-20.0,0.5765083644952642
36,5,1685.5149799479987,3.3428306720015826,-21.0,0.580955821701796
36,6,1691.715695566003,6.149059287010459,-20.0,0.5876847843728205
36,7,1695.7237558719935,4.00663724799233,-19.0,0.5853576547656996
36,8,1700.5783256930008,4.802783628998441,-18.0,0.5815417174205088
36,9,1704.4448141679895,3.814723352988949,-19.0,0.5788417892472488
37,0,1717.922388881998,4.0199667749984656,-21.0,0.5833700365100725
37,1,1721.943464854994,3.9691812969977036,-21.0,0.5825117468870316
37,2,1725.875281717992,3.8792078260012204,-20.0,0.579426660701873
37,3,1730.286379504003,4.409690081010922,-21.0,0.5829402097024752
37,4,1733.8533110470016,3.5655074090027483,-21.0,0.5846359278638995
37,5,1737.967866107996,4.113128451004741,-20.0,0.579371728170283
37,6,1743.0472576399916,5.077986962991417,-19.0,0.5848621289128679
37,7,1747.0267924590007,3.9780836930003716,-21.0,0.5796380940216267
37,8,1749.9521766589896,2.9239423089893535,-21.0,0.5761323360692371
37,9,1755.1396687009983,5.186028149997583,-20.0,0.5841139691471544
38,0,1769.7230093580001,5.137936997998622,-18.0,0.5842184783175052
38,1,1773.0582544319914,3.3350290689995745,-21.0,0.5791556433150368
38,2,1777.0768725489907,3.9659898949903436,-21.0,0.5830400527558393
38,3,1781.901083756995,4.77198072700412,-18.0,0.5875960967855122
38,4,1785.5205084089976,3.567051641002763,-21.0,0.5907355762392471
38,5,1789.7769736119953,4.20393833599519,-21.0,0.5898728330935302
38,6,1794.3245392120007,4.546141124999849,-18.0,0.5849049295879726
38,7,1798.0046606359974,3.678680352997617,-20.0,0.5846672552910092
38,8,1802.004838341003,3.9987562450114638,-21.0,0.5854715477979305
38,9,1805.6964632149902,3.6901996649976354,-20.0,0.5890505324596389
39,0,1819.357848154992,4.224702394989436,-19.0,0.5936716424943934
39,1,1824.532866583002,5.1736087600002065,-20.0,0.5934827981838128
39,2,1828.334739981001,3.8016357610031264,-19.0,0.584403416187784
39,3,1832.0153353209898,3.6804087269993033,-20.0,0.5751378234299565
39,4,1836.1783785470034,4.110329395000008,-20.0,0.5869827726745457
39,5,1839.6958387939958,3.4648314789956203,-20.0,0.5826399252162402
39,6,1843.088631406994,3.339618547994178,-21.0,0.5862924322679292
39,7,1848.5455830339924,5.404161806989578,-21.0,0.5893269113145135
39,8,1851.7994366759958,3.2525033590063686,-20.0,0.5814267834807971
39,9,1855.0670962949953,3.2674862449930515,-20.0,0.5720955466380248
40,0,1868.357803728999,4.0895149069983745,-20.0,0.5886080032585019
40,1,1872.1173376959923,3.758098356993287,-21.0,0.5851708539281062
